### File1
### Start time : 2024/04/10 14:05:46
### ACC FSR:8G
### GYRO FSR:1000
### MAG DATA:Raw_MAG
### Interrupt Threshold:0102
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:NO
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
-0.082, 0.076, 0.934, -71.93, 18.524, 130.829, 0.0, 0.0, 0.0
0.177, 0.046, 0.957, -85.175, 12.878, 123.077, 0.0, 0.0, 0.0
0.278, 0.063, 0.913, -79.987, -70.221, 53.528, 0.0, 0.0, 0.0
-0.067, -0.15, 0.989, -40.07, -120.087, 2.777, 0.0, 0.0, 0.0
-0.103, -0.168, 0.976, -5.585, -32.074, 29.327, 0.0, 0.0, 0.0
-0.09, -0.122, 1.014, -21.881, 50.812, 97.198, 0.0, 0.0, 0.0
-0.006, -0.131, 0.909, -26.154, 61.462, 113.281, 0.0, 0.0, 0.0
0.037, -0.093, 0.937, 9.644, -10.498, 112.274, 0.0, 0.0, 0.0
0.128, -0.076, 1.011, 16.693, -12.329, 67.108, 0.0, 0.0, 0.0
0.155, 0.002, 0.933, -1.251, 5.035, 30.273, 0.0, 0.0, 0.0
0.044, -0.068, 0.923, -3.571, -5.981, 16.052, 0.0, 0.0, 0.0
-0.019, -0.042, 1.024, 12.146, -40.771, 20.508, 0.0, 0.0, 0.0
0.068, -0.093, 1.024, 9.949, 19.012, 50.629, 0.0, 0.0, 0.0
0.016, -0.075, 1.006, -24.17, 67.352, 49.042, 0.0, 0.0, 0.0
-0.135, -0.069, 0.92, -32.867, 60.089, 28.625, 0.0, 0.0, 0.0
-0.148, -0.038, 1.007, -16.235, 17.09, 45.898, 0.0, 0.0, 0.0
-0.131, -0.047, 1.021, -0.519, 2.808, 77.85, 0.0, 0.0, 0.0
-0.127, -0.05, 1.018, -9.369, 11.932, 105.927, 0.0, 0.0, 0.0
-0.093, -0.077, 0.935, -12.421, 19.592, 107.3, 0.0, 0.0, 0.0
