### File1
### Start time : 2024/04/10 14:29:16
### ACC FSR:8G
### GYRO FSR:1000
### MAG DATA:Raw_MAG
### Interrupt Threshold:0102
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:NO
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
0.0, 0.002, 1.004, -8.911, 8.362, 3.387, 0.0, 0.0, 0.0
-0.064, 0.003, 1.006, -9.003, 8.362, 3.357, 0.0, 0.0, 0.0
0.004, -0.065, 0.936, -8.911, 8.392, 3.296, 0.0, 0.0, 0.0
-0.118, -0.397, 1.011, -8.698, 10.468, -26.764, 0.0, 0.0, 0.0
0.309, 0.587, 1.0, -8.606, 9.369, -201.05, 0.0, 0.0, 0.0
0.064, -0.024, 0.927, -8.331, 159.882, -12.726, 0.0, 0.0, 0.0
0.017, -0.041, 1.08, -9.918, 179.718, 29.663, 0.0, 0.0, 0.0
-0.01, -0.079, 1.02, -9.857, -76.294, 30.609, 0.0, 0.0, 0.0
-0.013, 0.019, 1.02, -9.735, -150.055, 24.109, 0.0, 0.0, 0.0
-0.014, 0.012, 0.917, -10.132, -87.372, -18.28, 0.0, 0.0, 0.0
0.002, -0.069, 1.016, -9.155, -9.827, -23.529, 0.0, 0.0, 0.0
0.016, -0.083, 1.007, -9.003, -0.946, -16.022, 0.0, 0.0, 0.0
0.003, -0.052, 0.927, -9.552, 2.625, -32.593, 0.0, 0.0, 0.0
-0.067, -0.064, 1.0, -9.521, -8.148, -42.542, 0.0, 0.0, 0.0
0.008, 0.009, 1.014, -9.186, 9.613, -20.874, 0.0, 0.0, 0.0
0.03, 0.013, 0.934, -8.331, 33.112, -16.022, 0.0, 0.0, 0.0
-0.019, -0.079, 1.008, -8.24, 76.385, -10.834, 0.0, 0.0, 0.0
-0.028, -0.092, 0.936, -8.514, 111.359, -12.909, 0.0, 0.0, 0.0
-0.074, -0.07, 0.935, 0.031, 121.948, -31.128, 0.0, 0.0, 0.0
-0.042, -0.068, 1.026, -7.996, 124.39, -42.725, 0.0, 0.0, 0.0
