### File1
### Start time : 2024/04/10 13:23:21
### ACC FSR:8G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:0101
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:NO
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
-0.212, 0.03, 1.01, 0.244, 1.953, -3.784, 0.0, 0.0, 0.0
-0.099, -0.025, 0.918, 0.061, 2.014, -6.531, 0.0, 0.0, 0.0
-0.262, 0.023, 1.014, 0.0, 1.709, 7.08, 0.0, 0.0, 0.0
-0.322, 0.029, 0.958, 0.366, -15.869, -2.197, 0.0, 0.0, 0.0
-0.231, 0.005, 0.928, -15.869, 4.761, 9.46, 0.0, 0.0, 0.0
-0.262, -0.082, 1.025, -15.869, 5.676, 33.142, 0.0, 0.0, 0.0
-0.178, 0.024, 1.009, 0.061, 5.676, 34.851, 0.0, 0.0, 0.0
-0.226, 0.013, 0.974, 0.0, 3.845, 37.17, 0.0, 0.0, 0.0
-0.174, -0.069, 1.009, 0.366, -15.686, 25.085, 0.0, 0.0, 0.0
-0.225, 0.012, 0.97, 0.061, 2.991, 25.024, 0.0, 0.0, 0.0
-0.213, -0.07, 1.016, 0.122, 0.061, 30.334, 0.0, 0.0, 0.0
-0.152, -0.067, 1.016, 0.122, -18.005, 46.936, 0.0, 0.0, 0.0
-0.158, -0.076, 1.031, 0.122, 2.991, 46.997, 0.0, 0.0, 0.0
-0.16, -0.087, 1.03, -15.93, 4.15, 53.65, 0.0, 0.0, 0.0
-0.057, -0.036, 1.027, 0.061, 4.456, 45.41, 0.0, 0.0, 0.0
-0.034, 0.004, 1.006, -16.052, 2.502, 42.847, 0.0, 0.0, 0.0
-0.129, -0.072, 0.928, -15.808, 2.441, 52.734, 0.0, 0.0, 0.0
-0.114, -0.094, 1.012, -15.93, 1.77, 51.819, 0.0, 0.0, 0.0
-0.127, -0.138, 0.932, -15.991, 3.052, 43.152, 0.0, 0.0, 0.0
-0.073, -0.049, 0.937, 0.0, 4.883, 68.481, 0.0, 0.0, 0.0
0.056, -0.042, 0.971, -15.686, 6.165, 69.885, 0.0, 0.0, 0.0
0.145, -0.068, 0.932, 0.244, 2.197, 42.908, 0.0, 0.0, 0.0
0.153, 0.014, 1.021, 0.305, 1.953, 33.02, 0.0, 0.0, 0.0
-0.031, -0.06, 1.013, 0.977, 3.113, 35.889, 0.0, 0.0, 0.0
0.071, -0.125, 1.014, -15.686, -7.629, 25.696, 0.0, 0.0, 0.0
0.19, -0.058, 0.951, 0.366, 1.587, 25.085, 0.0, 0.0, 0.0
0.134, -0.102, 0.937, -15.869, 0.549, 32.166, 0.0, 0.0, 0.0
0.085, -0.117, 1.014, 0.0, -16.724, 14.282, 0.0, 0.0, 0.0
-0.063, -0.095, 0.923, 1.282, 1.038, 31.616, 0.0, 0.0, 0.0
0.089, -0.094, 1.009, 0.305, 6.958, 49.927, 0.0, 0.0, 0.0
0.187, -0.092, 0.934, 0.244, 5.615, 41.565, 0.0, 0.0, 0.0
0.174, -0.084, 1.008, 0.0, 1.404, 29.175, 0.0, 0.0, 0.0
-0.019, -0.075, 0.933, -15.991, 1.648, 13.916, 0.0, 0.0, 0.0
0.005, -0.039, 1.009, 0.244, 3.052, 32.593, 0.0, 0.0, 0.0
0.077, -0.087, 0.935, 0.854, 2.563, 23.56, 0.0, 0.0, 0.0
0.134, 0.009, 1.008, 0.61, 3.967, 35.095, 0.0, 0.0, 0.0
0.152, -0.019, 1.009, 0.793, 3.906, 8.301, 0.0, 0.0, 0.0
-0.015, -0.081, 1.006, 0.916, 1.892, -0.427, 0.0, 0.0, 0.0
0.031, 0.002, 1.007, 0.916, 2.563, -2.38, 0.0, 0.0, 0.0
-0.018, -0.081, 1.005, -15.686, 1.648, 18.005, 0.0, 0.0, 0.0
0.089, -0.067, 1.018, -16.296, 0.793, 18.616, 0.0, 0.0, 0.0
0.129, -0.049, 1.021, -16.907, 2.075, -4.211, 0.0, 0.0, 0.0
0.103, -0.088, 1.01, -16.479, 1.892, 1.465, 0.0, 0.0, 0.0
0.086, -0.072, 1.022, -16.113, 1.648, -22.461, 0.0, 0.0, 0.0
0.085, -0.051, 1.001, -15.747, 2.747, -16.174, 0.0, 0.0, 0.0
0.143, -0.034, 1.003, 0.183, 2.441, -4.761, 0.0, 0.0, 0.0
0.081, -0.075, 1.009, 0.0, 1.892, -0.61, 0.0, 0.0, 0.0
0.089, 0.007, 1.009, -15.686, 2.93, -0.488, 0.0, 0.0, 0.0
0.06, 0.002, 1.008, 0.061, 2.197, -5.066, 0.0, 0.0, 0.0
