### File1
### Start time : 2024/04/10 14:24:31
### ACC FSR:8G
### GYRO FSR:1000
### MAG DATA:Raw_MAG
### Interrupt Threshold:0102
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:NO
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
0.0, -0.065, 1.005, -9.155, 8.423, 3.235, 0.0, 0.0, 0.0
0.0, -0.065, 1.005, -9.125, 8.423, 3.235, 0.0, 0.0, 0.0
0.0, -0.063, 1.006, -9.033, 8.24, 3.326, 0.0, 0.0, 0.0
0.0, -0.063, 1.005, -8.911, 8.24, 3.204, 0.0, 0.0, 0.0
-0.063, -0.065, 1.005, -9.003, 8.331, 3.204, 0.0, 0.0, 0.0
0.001, 0.0, 1.006, -9.003, 8.27, 3.204, 0.0, 0.0, 0.0
-0.098, 0.016, 0.928, -9.552, -1.77, 7.843, 0.0, 0.0, 0.0
-0.112, -0.163, 1.068, -8.118, 7.599, 212.708, 0.0, 0.0, 0.0
0.024, -0.073, 0.985, -9.674, -8.789, 248.566, 0.0, 0.0, 0.0
0.03, 0.045, 1.016, -4.211, -6.256, -96.161, 0.0, 0.0, 0.0
-0.162, 0.028, 0.907, -5.707, -23.834, -143.799, 0.0, 0.0, 0.0
-0.153, 0.005, 0.98, -4.456, -21.149, -90.179, 0.0, 0.0, 0.0
-0.203, -0.05, 0.933, -9.308, -10.986, -118.439, 0.0, 0.0, 0.0
-0.213, -0.083, 0.927, -8.331, 7.08, -169.983, 0.0, 0.0, 0.0
-0.031, 0.066, 0.916, -8.27, 6.348, -129.608, 0.0, 0.0, 0.0
-0.006, 0.065, 0.918, -8.972, -3.052, -62.531, 0.0, 0.0, 0.0
-0.055, 0.013, 0.928, -9.125, -2.106, -6.958, 0.0, 0.0, 0.0
-0.105, -0.026, 1.028, -8.698, 2.899, 1.007, 0.0, 0.0, 0.0
-0.151, 0.009, 0.918, -7.965, -10.498, 0.244, 0.0, 0.0, 0.0
-0.153, -0.086, 1.016, 0.153, 3.174, 22.491, 0.0, 0.0, 0.0
-0.033, -0.08, 0.928, -9.796, 8.942, 32.043, 0.0, 0.0, 0.0
-0.144, 0.07, 1.019, -8.942, 4.913, 33.295, 0.0, 0.0, 0.0
-0.081, -0.027, 0.933, -8.667, -1.831, 21.484, 0.0, 0.0, 0.0
-0.035, -0.009, 0.994, 0.061, -2.625, 27.1, 0.0, 0.0, 0.0
-0.136, -0.066, 0.977, -9.186, -0.854, 23.621, 0.0, 0.0, 0.0
-0.145, -0.052, 0.952, -9.949, 9.888, 28.778, 0.0, 0.0, 0.0
-0.142, -0.064, 0.998, -8.24, 12.665, 45.685, 0.0, 0.0, 0.0
0.008, 0.03, 1.0, 0.549, -0.397, 68.024, 0.0, 0.0, 0.0
-0.063, -0.082, 0.98, -8.606, 9.949, 58.624, 0.0, 0.0, 0.0
-0.084, 0.021, 1.017, -7.874, 4.883, 39.734, 0.0, 0.0, 0.0
-0.074, 0.014, 1.015, -7.996, -1.862, 45.319, 0.0, 0.0, 0.0
0.02, 0.023, 1.02, -8.911, 9.338, 58.441, 0.0, 0.0, 0.0
0.029, 0.013, 0.921, -9.064, 4.578, 44.739, 0.0, 0.0, 0.0
-0.005, 0.021, 1.026, -8.301, 11.322, 49.957, 0.0, 0.0, 0.0
-0.015, -0.073, 1.079, 1.282, 9.125, 64.667, 0.0, 0.0, 0.0
0.015, 0.011, 1.015, -7.996, 10.437, 53.68, 0.0, 0.0, 0.0
-0.019, -0.038, 1.007, -8.606, 2.655, 71.96, 0.0, 0.0, 0.0
-0.065, -0.068, 0.987, -9.674, 8.667, 45.044, 0.0, 0.0, 0.0
0.087, -0.036, 1.008, -10.101, -1.312, 64.88, 0.0, 0.0, 0.0
0.082, -0.069, 0.951, -9.857, 9.064, 53.223, 0.0, 0.0, 0.0
0.083, -0.081, 0.937, -8.636, 11.597, 62.775, 0.0, 0.0, 0.0
-0.067, -0.076, 1.013, 1.038, 6.47, 45.135, 0.0, 0.0, 0.0
0.001, -0.048, 0.936, 1.312, 7.172, 63.171, 0.0, 0.0, 0.0
0.07, -0.033, 0.923, 0.732, -0.366, 63.507, 0.0, 0.0, 0.0
0.034, 0.008, 1.002, -9.277, 2.899, 36.407, 0.0, 0.0, 0.0
-0.002, 0.024, 1.017, -10.651, 3.754, 16.113, 0.0, 0.0, 0.0
-0.017, 0.003, 1.003, -11.23, 10.986, 7.416, 0.0, 0.0, 0.0
-0.012, -0.066, 0.911, -11.353, 11.597, 11.719, 0.0, 0.0, 0.0
-0.017, 0.003, 0.975, -10.04, 5.493, 31.982, 0.0, 0.0, 0.0
-0.011, -0.07, 1.002, -9.186, 6.287, 21.698, 0.0, 0.0, 0.0
0.029, -0.073, 1.009, -8.728, 6.348, -6.47, 0.0, 0.0, 0.0
-0.068, -0.081, 0.933, -8.575, 8.698, -6.104, 0.0, 0.0, 0.0
-0.064, -0.086, 1.01, -9.094, -1.648, 6.195, 0.0, 0.0, 0.0
0.006, -0.034, 0.933, -8.82, 11.139, 41.901, 0.0, 0.0, 0.0
0.025, -0.094, 0.964, -8.148, 5.951, 50.995, 0.0, 0.0, 0.0
-0.016, -0.068, 1.009, -8.362, 3.998, 37.384, 0.0, 0.0, 0.0
0.007, 0.009, 1.008, 0.458, 5.28, 12.39, 0.0, 0.0, 0.0
-0.012, -0.088, 0.921, -10.04, -10.315, 31.708, 0.0, 0.0, 0.0
0.029, -0.065, 0.921, -8.972, 11.322, 24.902, 0.0, 0.0, 0.0
0.074, -0.029, 0.992, -9.033, 11.169, 15.259, 0.0, 0.0, 0.0
0.019, -0.082, 0.991, -8.301, 11.505, 31.464, 0.0, 0.0, 0.0
-0.03, -0.073, 1.017, -9.583, -0.885, 27.679, 0.0, 0.0, 0.0
0.029, 0.009, 1.016, -9.674, -2.777, 34.18, 0.0, 0.0, 0.0
0.016, -0.093, 1.009, -10.071, -2.625, 13.336, 0.0, 0.0, 0.0
-0.006, -0.127, 1.005, -9.827, -0.214, -19.501, 0.0, 0.0, 0.0
-0.031, -0.041, 1.017, -7.965, 23.865, -64.697, 0.0, 0.0, 0.0
0.01, -0.028, 0.917, -7.843, 17.12, -79.834, 0.0, 0.0, 0.0
-0.03, 0.002, 1.021, 2.075, 20.081, -52.49, 0.0, 0.0, 0.0
0.017, -0.075, 1.029, 0.549, 13.153, -30.334, 0.0, 0.0, 0.0
0.023, -0.075, 1.018, -9.247, -1.648, 28.198, 0.0, 0.0, 0.0
0.036, -0.01, 0.925, -10.04, 3.693, 53.009, 0.0, 0.0, 0.0
0.063, -0.03, 1.009, -10.04, 3.448, 61.92, 0.0, 0.0, 0.0
0.031, -0.07, 1.002, -4.639, -15.045, 112.61, 0.0, 0.0, 0.0
0.019, -0.066, 0.907, -3.998, -14.954, 132.324, 0.0, 0.0, 0.0
-0.075, -0.034, 0.937, -9.857, -8.972, 116.302, 0.0, 0.0, 0.0
0.092, -0.076, 1.012, -8.118, 8.301, 88.989, 0.0, 0.0, 0.0
0.082, -0.05, 0.932, 1.343, 22.095, 15.991, 0.0, 0.0, 0.0
0.002, -0.054, 0.994, -1.282, 43.945, -52.277, 0.0, 0.0, 0.0
-0.156, -0.008, 0.99, -7.965, 7.263, -67.017, 0.0, 0.0, 0.0
0.016, 0.0, 0.929, -5.005, -19.318, -15.869, 0.0, 0.0, 0.0
0.015, 0.0, 0.934, 0.793, 18.036, 2.228, 0.0, 0.0, 0.0
0.006, -0.064, 1.001, -8.789, 9.491, 3.113, 0.0, 0.0, 0.0
0.015, -0.066, 0.93, -8.911, 8.453, 3.235, 0.0, 0.0, 0.0
0.005, 0.001, 1.004, -8.057, 4.608, 3.204, 0.0, 0.0, 0.0
0.005, 0.001, 1.002, -8.698, 10.071, 3.326, 0.0, 0.0, 0.0
0.01, -0.064, 0.937, -9.155, 7.874, 3.296, 0.0, 0.0, 0.0
-0.065, 0.001, 1.009, -8.514, 11.383, 3.113, 0.0, 0.0, 0.0
-0.072, 0.0, 1.014, -8.942, 9.125, 3.235, 0.0, 0.0, 0.0
-0.066, 0.001, 1.011, -9.003, 8.331, 3.326, 0.0, 0.0, 0.0
-0.064, 0.0, 1.008, -8.911, 8.27, 3.235, 0.0, 0.0, 0.0
0.002, -0.063, 1.006, -8.85, 8.209, 3.143, 0.0, 0.0, 0.0
0.002, -0.064, 1.005, -8.972, 8.148, 3.418, 0.0, 0.0, 0.0
0.001, -0.063, 1.005, -8.972, 8.392, 3.418, 0.0, 0.0, 0.0
