### File1
### Start time : 2024/04/10 13:45:19
### ACC FSR:8G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:0101
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:NO
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
0.01, 0.01, 1.014, -15.686, 2.625, -7.69, 0.0, 0.0, 0.0
-0.07, -0.072, 1.001, -15.747, 1.648, -5.493, 0.0, 0.0, 0.0
-0.073, -0.081, 0.932, -15.686, 3.174, -6.592, 0.0, 0.0, 0.0
-0.008, 0.03, 1.012, 0.0, 5.249, -5.127, 0.0, 0.0, 0.0
0.008, 0.001, 1.002, 0.0, 4.272, 9.827, 0.0, 0.0, 0.0
-0.031, -0.039, 0.921, -15.686, 2.686, 19.165, 0.0, 0.0, 0.0
-0.084, 0.011, 1.007, -15.869, 0.916, -15.869, 0.0, 0.0, 0.0
-0.011, 0.005, 1.018, -15.808, 3.052, 0.427, 0.0, 0.0, 0.0
0.013, 0.0, 0.931, -15.808, 1.099, -16.785, 0.0, 0.0, 0.0
0.01, -0.079, 0.925, -15.686, 2.625, -20.02, 0.0, 0.0, 0.0
0.008, 0.024, 0.933, -15.747, 2.014, -18.738, 0.0, 0.0, 0.0
0.016, 0.019, 1.002, -15.686, 3.052, -16.418, 0.0, 0.0, 0.0
0.072, 0.024, 1.003, -15.686, 2.136, -15.686, 0.0, 0.0, 0.0
0.02, -0.063, 1.004, -15.747, 2.319, 1.16, 0.0, 0.0, 0.0
-0.067, -0.084, 1.001, -15.808, 1.404, -17.761, 0.0, 0.0, 0.0
-0.075, -0.069, 1.016, -15.747, 2.38, -16.846, 0.0, 0.0, 0.0
-0.089, 0.001, 1.005, -15.747, 2.869, 4.395, 0.0, 0.0, 0.0
-0.073, 0.018, 1.007, -15.747, 3.174, 7.629, 0.0, 0.0, 0.0
-0.015, 0.008, 1.015, -15.747, 1.953, 7.08, 0.0, 0.0, 0.0
-0.023, -0.071, 1.02, -15.808, 1.831, -15.808, 0.0, 0.0, 0.0
-0.088, -0.07, 1.011, -15.747, 2.136, -17.944, 0.0, 0.0, 0.0
-0.08, 0.01, 1.009, -15.747, 2.808, 0.366, 0.0, 0.0, 0.0
0.021, 0.016, 1.006, -15.747, 2.502, 3.479, 0.0, 0.0, 0.0
0.023, -0.076, 1.01, -15.747, 1.526, 3.052, 0.0, 0.0, 0.0
-0.016, -0.074, 1.007, -15.808, 1.099, -17.517, 0.0, 0.0, 0.0
-0.07, -0.083, 1.012, -15.869, -15.686, -10.132, 0.0, 0.0, 0.0
-0.034, 0.008, 0.92, -15.869, 0.793, -12.085, 0.0, 0.0, 0.0
-0.045, 0.007, 1.011, -15.869, 1.404, -20.142, 0.0, 0.0, 0.0
-0.073, 0.013, 1.002, -15.686, 3.418, 1.282, 0.0, 0.0, 0.0
0.022, 0.01, 1.005, -15.686, 3.174, 6.042, 0.0, 0.0, 0.0
-0.077, -0.07, 0.927, -15.747, 1.892, 3.235, 0.0, 0.0, 0.0
-0.044, -0.075, 1.001, -15.747, 2.686, 3.235, 0.0, 0.0, 0.0
-0.138, 0.015, 1.017, 0.0, 3.296, 2.869, 0.0, 0.0, 0.0
0.009, -0.067, 1.016, 0.0, 4.089, -5.188, 0.0, 0.0, 0.0
0.003, 0.008, 1.01, -15.747, 1.648, -6.592, 0.0, 0.0, 0.0
0.022, 0.013, 1.001, -15.808, 0.122, 5.127, 0.0, 0.0, 0.0
-0.064, 0.013, 1.007, -15.869, 0.854, -15.93, 0.0, 0.0, 0.0
-0.083, -0.068, 0.925, -15.747, 1.953, 1.587, 0.0, 0.0, 0.0
-0.073, -0.078, 1.01, -15.747, 2.625, 0.0, 0.0, 0.0, 0.0
-0.069, -0.075, 0.934, -15.808, 0.61, 0.61, 0.0, 0.0, 0.0
0.016, 0.004, 0.935, -15.747, 1.892, -17.334, 0.0, 0.0, 0.0
-0.079, 0.014, 0.93, -15.747, 1.831, -16.235, 0.0, 0.0, 0.0
-0.084, 0.023, 0.937, -15.747, 3.113, -16.785, 0.0, 0.0, 0.0
-0.042, -0.073, 1.012, -15.747, 2.319, -16.541, 0.0, 0.0, 0.0
