### File1
### Start time : 2024/04/10 13:45:55
### ACC FSR:8G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:0101
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:NO
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
-0.067, 0.0, 1.004, -15.747, 2.014, 0.793, 0.0, 0.0, 0.0
0.001, -0.063, 1.003, -15.808, 1.343, 0.793, 0.0, 0.0, 0.0
0.002, -0.064, 1.003, -15.747, 2.747, 0.671, 0.0, 0.0, 0.0
0.068, -0.127, 0.977, 0.0, 4.822, 0.427, 0.0, 0.0, 0.0
-0.015, 0.029, 1.014, -15.991, -17.151, -21.301, 0.0, 0.0, 0.0
-0.074, 0.009, 1.008, -15.869, 0.977, -21.362, 0.0, 0.0, 0.0
-0.08, -0.064, 1.013, -15.747, 1.77, -18.616, 0.0, 0.0, 0.0
-0.089, 0.011, 1.004, -15.747, 3.235, -17.761, 0.0, 0.0, 0.0
-0.031, -0.071, 1.007, -15.747, 3.418, -15.686, 0.0, 0.0, 0.0
0.003, 0.001, 1.007, -15.808, 1.953, -16.663, 0.0, 0.0, 0.0
-0.081, 0.02, 1.006, -15.808, 2.197, -16.785, 0.0, 0.0, 0.0
-0.066, -0.066, 0.936, -15.808, 1.526, 3.723, 0.0, 0.0, 0.0
-0.063, 0.008, 1.003, -15.747, 1.648, 3.418, 0.0, 0.0, 0.0
-0.085, 0.014, 1.007, -15.808, 1.038, 2.441, 0.0, 0.0, 0.0
-0.042, 0.01, 1.007, -15.747, 2.441, 2.93, 0.0, 0.0, 0.0
0.008, 0.008, 1.009, -15.747, 2.869, 5.92, 0.0, 0.0, 0.0
0.004, -0.076, 1.01, -15.808, 2.075, 7.751, 0.0, 0.0, 0.0
0.019, 0.01, 1.005, -15.808, 1.404, 4.944, 0.0, 0.0, 0.0
-0.039, -0.07, 0.937, -15.808, 0.793, 3.479, 0.0, 0.0, 0.0
-0.066, 0.005, 1.009, -15.686, 3.052, 3.845, 0.0, 0.0, 0.0
0.012, 0.012, 1.012, -15.686, 3.784, 3.723, 0.0, 0.0, 0.0
0.014, -0.082, 0.927, -15.869, 1.221, 4.822, 0.0, 0.0, 0.0
0.023, 0.001, 1.008, -15.808, 3.113, -16.602, 0.0, 0.0, 0.0
-0.038, 0.002, 1.002, -15.808, 1.587, -17.456, 0.0, 0.0, 0.0
-0.075, -0.064, 1.006, -15.747, 2.014, -17.029, 0.0, 0.0, 0.0
-0.005, -0.063, 1.008, -15.747, 1.831, -18.555, 0.0, 0.0, 0.0
-0.083, -0.069, 1.003, -15.747, 1.953, -19.714, 0.0, 0.0, 0.0
-0.023, 0.003, 1.003, -15.747, 2.319, -16.663, 0.0, 0.0, 0.0
-0.072, 0.002, 0.937, -15.808, 0.854, -17.761, 0.0, 0.0, 0.0
0.012, -0.07, 1.013, -15.808, 2.075, -16.907, 0.0, 0.0, 0.0
0.015, -0.073, 1.005, -15.808, 1.709, -16.052, 0.0, 0.0, 0.0
-0.074, 0.004, 1.012, -15.808, 2.258, -17.029, 0.0, 0.0, 0.0
-0.088, -0.067, 1.0, -15.747, 2.075, 0.0, 0.0, 0.0, 0.0
-0.043, 0.005, 1.011, -15.808, 2.258, 1.587, 0.0, 0.0, 0.0
-0.084, 0.008, 1.004, -15.747, 2.014, 3.601, 0.0, 0.0, 0.0
-0.09, 0.005, 0.937, -15.808, 2.319, 3.296, 0.0, 0.0, 0.0
-0.078, 0.005, 0.937, -15.747, 2.991, 1.709, 0.0, 0.0, 0.0
-0.075, 0.001, 1.006, -15.686, 3.357, 0.854, 0.0, 0.0, 0.0
-0.065, 0.001, 1.005, -15.686, 3.296, 0.854, 0.0, 0.0, 0.0
-0.026, -0.033, 0.935, -15.747, 1.343, 2.808, 0.0, 0.0, 0.0
-0.072, 0.001, 1.005, -15.747, 2.197, 2.93, 0.0, 0.0, 0.0
-0.071, 0.001, 1.008, -15.747, 3.845, 1.038, 0.0, 0.0, 0.0
-0.064, 0.001, 1.003, -15.808, 1.587, 0.854, 0.0, 0.0, 0.0
0.001, 0.001, 1.003, -15.808, 1.404, 0.793, 0.0, 0.0, 0.0
0.004, -0.063, 1.001, -15.747, 4.272, 0.732, 0.0, 0.0, 0.0
-0.009, 0.009, 0.928, -15.808, 0.0, -17.7, 0.0, 0.0, 0.0
-0.078, -0.065, 0.937, -15.747, 2.441, 0.183, 0.0, 0.0, 0.0
-0.023, -0.076, 1.012, -15.747, 2.869, 3.54, 0.0, 0.0, 0.0
-0.068, -0.064, 1.006, -15.747, 2.686, 1.343, 0.0, 0.0, 0.0
-0.069, 0.018, 1.0, -15.747, 5.432, 4.395, 0.0, 0.0, 0.0
0.0, 0.014, 1.006, -15.686, 7.69, 4.517, 0.0, 0.0, 0.0
-0.08, -0.079, 1.006, -15.747, 4.028, 1.831, 0.0, 0.0, 0.0
0.02, -0.076, 1.011, -15.808, 4.761, -15.93, 0.0, 0.0, 0.0
0.009, 0.011, 1.005, -15.808, 5.066, -18.555, 0.0, 0.0, 0.0
-0.078, -0.065, 1.002, -15.747, 2.502, -18.677, 0.0, 0.0, 0.0
-0.076, 0.0, 1.001, -15.747, 3.845, -16.174, 0.0, 0.0, 0.0
-0.066, -0.063, 0.937, -15.808, 1.648, 0.488, 0.0, 0.0, 0.0
-0.086, -0.064, 1.002, -15.686, 2.869, -17.517, 0.0, 0.0, 0.0
-0.077, 0.001, 1.007, -15.747, 4.211, -17.456, 0.0, 0.0, 0.0
-0.052, -0.063, 1.006, -15.747, 3.906, -17.273, 0.0, 0.0, 0.0
-0.055, 0.0, 1.001, -15.747, 1.343, 1.282, 0.0, 0.0, 0.0
-0.078, 0.001, 1.0, -15.808, -15.747, 4.211, 0.0, 0.0, 0.0
-0.064, 0.005, 0.937, -15.747, -17.151, 3.784, 0.0, 0.0, 0.0
-0.069, 0.004, 0.935, -15.808, -17.7, 1.221, 0.0, 0.0, 0.0
0.007, -0.072, 1.001, -15.808, 1.038, 1.16, 0.0, 0.0, 0.0
-0.064, -0.065, 1.011, -15.808, 1.709, 2.014, 0.0, 0.0, 0.0
0.015, 0.0, 1.001, -15.808, -18.188, 4.333, 0.0, 0.0, 0.0
0.004, -0.063, 1.007, -15.869, -17.273, 3.235, 0.0, 0.0, 0.0
0.007, 0.001, 0.937, -15.808, 1.465, 1.587, 0.0, 0.0, 0.0
0.027, -0.065, 1.005, -15.808, 2.258, 1.221, 0.0, 0.0, 0.0
-0.067, -0.065, 1.012, -15.808, 1.831, 0.427, 0.0, 0.0, 0.0
0.005, 0.005, 1.001, -15.869, 1.099, -15.686, 0.0, 0.0, 0.0
