### File1
### Start time : 2024/04/10 13:45:33
### ACC FSR:8G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:0101
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:NO
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
-0.066, -0.065, 1.006, -15.747, 2.747, -6.47, 0.0, 0.0, 0.0
0.021, 0.011, 1.004, -15.808, 3.296, -1.343, 0.0, 0.0, 0.0
-0.024, -0.083, 1.011, -15.808, 1.648, 17.151, 0.0, 0.0, 0.0
-0.08, -0.073, 1.001, -15.808, 1.282, 5.066, 0.0, 0.0, 0.0
-0.068, -0.07, 1.01, -15.808, 1.953, -16.907, 0.0, 0.0, 0.0
-0.073, -0.072, 0.93, -15.808, 1.343, -20.935, 0.0, 0.0, 0.0
-0.039, -0.072, 1.008, -15.747, 1.77, -20.264, 0.0, 0.0, 0.0
-0.087, -0.075, 1.01, -15.808, 1.221, 0.854, 0.0, 0.0, 0.0
-0.032, 0.009, 0.924, -15.808, 1.16, 4.028, 0.0, 0.0, 0.0
-0.092, 0.024, 1.002, -15.808, 1.648, 5.859, 0.0, 0.0, 0.0
0.001, 0.016, 1.013, -15.808, 2.075, 5.493, 0.0, 0.0, 0.0
-0.023, 0.02, 1.004, -15.808, 2.625, 6.775, 0.0, 0.0, 0.0
0.006, 0.002, 1.004, -15.808, 2.686, -6.348, 0.0, 0.0, 0.0
0.007, -0.064, 1.002, -15.869, 1.831, 6.47, 0.0, 0.0, 0.0
-0.088, -0.072, 0.936, -15.869, 1.77, 3.784, 0.0, 0.0, 0.0
-0.073, -0.065, 0.923, -15.869, 1.587, 2.197, 0.0, 0.0, 0.0
-0.064, -0.083, 1.021, -15.747, 2.563, 2.197, 0.0, 0.0, 0.0
-0.069, -0.078, 0.931, -15.869, 1.77, 1.77, 0.0, 0.0, 0.0
0.03, -0.072, 0.972, -15.869, 1.831, 0.244, 0.0, 0.0, 0.0
-0.022, 0.024, 1.011, -15.869, 1.526, -16.113, 0.0, 0.0, 0.0
-0.065, 0.023, 0.933, -15.869, 1.465, -16.174, 0.0, 0.0, 0.0
-0.082, -0.072, 0.964, -15.869, 0.671, 3.113, 0.0, 0.0, 0.0
-0.091, -0.081, 1.01, -15.808, 2.258, 4.578, 0.0, 0.0, 0.0
0.023, 0.004, 0.927, -15.808, 2.014, 6.897, 0.0, 0.0, 0.0
0.005, -0.086, 0.937, -15.747, 2.258, 2.991, 0.0, 0.0, 0.0
-0.085, -0.064, 0.932, -15.869, 1.648, -18.86, 0.0, 0.0, 0.0
0.011, 0.026, 1.023, -15.686, 2.502, -17.334, 0.0, 0.0, 0.0
-0.019, -0.065, 1.007, -15.808, 0.122, 4.883, 0.0, 0.0, 0.0
0.024, -0.064, 0.973, -15.686, 2.563, 5.188, 0.0, 0.0, 0.0
0.024, -0.072, 0.932, -15.686, 2.869, 6.042, 0.0, 0.0, 0.0
0.009, 0.002, 1.006, -15.808, 2.014, 3.662, 0.0, 0.0, 0.0
-0.088, 0.008, 0.927, -15.686, 2.502, -15.747, 0.0, 0.0, 0.0
-0.074, -0.073, 1.011, -15.747, 2.808, -17.334, 0.0, 0.0, 0.0
-0.063, -0.07, 0.934, -15.808, 2.38, -17.639, 0.0, 0.0, 0.0
-0.083, 0.011, 1.009, -15.808, 1.526, -16.113, 0.0, 0.0, 0.0
-0.078, -0.084, 0.91, -15.808, 1.16, 2.93, 0.0, 0.0, 0.0
-0.068, 0.003, 1.026, -15.747, 2.319, -16.357, 0.0, 0.0, 0.0
-0.092, 0.003, 1.009, -15.747, 1.953, -17.7, 0.0, 0.0, 0.0
-0.038, 0.012, 1.009, -15.686, 1.892, -18.005, 0.0, 0.0, 0.0
0.005, -0.065, 1.014, -15.686, 2.258, 2.014, 0.0, 0.0, 0.0
0.0, -0.074, 1.007, -15.686, 2.869, 4.822, 0.0, 0.0, 0.0
-0.079, -0.074, 0.931, -15.808, 1.221, 3.418, 0.0, 0.0, 0.0
0.006, -0.077, 1.002, -15.686, 2.502, 2.38, 0.0, 0.0, 0.0
-0.072, -0.068, 0.93, -15.686, 2.319, 1.343, 0.0, 0.0, 0.0
-0.018, -0.064, 1.016, -15.747, 2.014, 2.136, 0.0, 0.0, 0.0
-0.058, 0.014, 0.925, -15.808, 1.282, 1.343, 0.0, 0.0, 0.0
0.007, -0.064, 0.935, -15.747, 2.869, -5.737, 0.0, 0.0, 0.0
0.003, -0.063, 1.021, -15.747, 2.869, -6.409, 0.0, 0.0, 0.0
0.009, -0.072, 0.929, -15.747, 2.625, -7.629, 0.0, 0.0, 0.0
0.001, -0.067, 1.004, -15.747, 2.441, -7.019, 0.0, 0.0, 0.0
-0.077, -0.067, 1.01, -15.808, 2.563, -6.958, 0.0, 0.0, 0.0
0.009, 0.001, 1.016, -15.747, 2.93, 5.859, 0.0, 0.0, 0.0
0.018, 0.004, 1.007, -15.808, 2.441, 4.761, 0.0, 0.0, 0.0
-0.09, 0.014, 0.927, -15.869, 1.465, 0.549, 0.0, 0.0, 0.0
0.013, 0.004, 1.007, -15.869, 1.526, -17.029, 0.0, 0.0, 0.0
-0.074, -0.065, 1.008, -15.747, 2.625, -19.714, 0.0, 0.0, 0.0
-0.075, -0.067, 1.007, -15.686, 2.93, -19.287, 0.0, 0.0, 0.0
0.007, -0.082, 0.937, -15.747, 2.136, -17.09, 0.0, 0.0, 0.0
-0.089, -0.072, 0.924, -15.747, 2.563, -17.029, 0.0, 0.0, 0.0
0.023, 0.001, 1.003, -15.808, 2.319, -15.869, 0.0, 0.0, 0.0
0.011, -0.063, 0.93, -15.747, 2.38, -17.7, 0.0, 0.0, 0.0
0.01, 0.004, 1.006, -15.686, 2.441, -19.165, 0.0, 0.0, 0.0
0.012, -0.07, 1.011, -15.747, 2.869, -17.883, 0.0, 0.0, 0.0
0.008, -0.065, 1.006, -15.686, 2.075, -17.212, 0.0, 0.0, 0.0
0.003, 0.019, 0.932, -15.747, 2.197, 1.16, 0.0, 0.0, 0.0
0.03, 0.013, 0.937, -15.808, 1.343, 1.526, 0.0, 0.0, 0.0
-0.093, -0.069, 1.013, -15.686, 3.174, 0.061, 0.0, 0.0, 0.0
0.008, 0.008, 1.006, -15.686, 2.136, -16.052, 0.0, 0.0, 0.0
-0.063, 0.009, 1.017, -15.747, 1.587, -17.456, 0.0, 0.0, 0.0
-0.085, -0.076, 0.931, -15.747, 1.099, -16.296, 0.0, 0.0, 0.0
0.004, 0.001, 1.018, -15.747, 3.235, -16.968, 0.0, 0.0, 0.0
-0.071, -0.08, 0.928, -15.808, 2.38, -18.25, 0.0, 0.0, 0.0
-0.064, 0.023, 1.007, -15.869, 1.953, -19.47, 0.0, 0.0, 0.0
0.012, 0.009, 0.936, -15.808, 2.136, -16.785, 0.0, 0.0, 0.0
-0.078, -0.084, 1.007, -15.808, 1.648, -17.395, 0.0, 0.0, 0.0
0.013, -0.071, 0.937, -15.808, 2.258, -17.517, 0.0, 0.0, 0.0
0.009, 0.003, 1.01, -15.808, 2.258, -16.418, 0.0, 0.0, 0.0
-0.039, 0.003, 0.924, -15.747, 2.075, -17.517, 0.0, 0.0, 0.0
0.015, -0.069, 0.931, -15.747, 2.197, -16.418, 0.0, 0.0, 0.0
-0.036, -0.089, 0.919, -15.808, 1.648, -17.517, 0.0, 0.0, 0.0
0.014, -0.066, 1.001, -15.808, 1.77, -17.273, 0.0, 0.0, 0.0
-0.081, -0.064, 0.935, -15.808, 2.075, -17.761, 0.0, 0.0, 0.0
0.005, -0.072, 1.011, -15.808, 2.136, -16.663, 0.0, 0.0, 0.0
-0.07, 0.007, 1.003, -15.808, 2.258, -16.174, 0.0, 0.0, 0.0
-0.018, 0.013, 1.006, -15.747, 2.136, -16.663, 0.0, 0.0, 0.0
0.012, -0.073, 1.011, -15.808, 1.465, 0.427, 0.0, 0.0, 0.0
0.019, -0.079, 1.021, -15.808, 2.197, 0.122, 0.0, 0.0, 0.0
-0.074, 0.009, 0.934, -15.808, 1.404, 0.366, 0.0, 0.0, 0.0
-0.021, 0.013, 1.005, -15.747, 2.625, -16.663, 0.0, 0.0, 0.0
-0.017, 0.006, 1.002, -15.747, 2.258, -18.738, 0.0, 0.0, 0.0
0.026, -0.063, 0.934, -15.808, 1.282, -19.958, 0.0, 0.0, 0.0
-0.026, -0.068, 1.03, -15.747, 1.465, -20.142, 0.0, 0.0, 0.0
0.009, -0.065, 1.0, -15.808, 1.038, -20.569, 0.0, 0.0, 0.0
0.015, 0.012, 1.025, -15.808, 0.793, -21.301, 0.0, 0.0, 0.0
0.009, 0.018, 1.01, -15.808, 1.282, -20.386, 0.0, 0.0, 0.0
-0.024, 0.001, 0.918, -15.808, 1.465, -20.386, 0.0, 0.0, 0.0
0.021, 0.012, 1.016, -15.747, 2.075, -21.057, 0.0, 0.0, 0.0
0.031, 0.002, 1.007, -15.747, 2.136, -19.592, 0.0, 0.0, 0.0
0.014, 0.007, 1.005, -15.747, 1.648, -21.423, 0.0, 0.0, 0.0
-0.067, -0.078, 0.92, -15.747, 1.404, -22.644, 0.0, 0.0, 0.0
-0.077, -0.069, 1.014, -15.747, 1.709, -20.752, 0.0, 0.0, 0.0
0.027, 0.015, 0.926, -15.808, 1.709, -20.63, 0.0, 0.0, 0.0
-0.063, 0.002, 0.933, -15.869, 2.319, -21.667, 0.0, 0.0, 0.0
0.001, -0.072, 1.004, -15.808, 1.953, -22.644, 0.0, 0.0, 0.0
0.004, -0.073, 0.93, -15.808, 2.197, -20.386, 0.0, 0.0, 0.0
-0.035, -0.07, 1.002, -15.808, 2.563, -17.7, 0.0, 0.0, 0.0
0.017, 0.008, 1.025, -15.747, 3.052, -18.005, 0.0, 0.0, 0.0
-0.071, 0.001, 1.007, -15.869, 2.258, -20.508, 0.0, 0.0, 0.0
-0.074, -0.087, 1.01, -15.869, 2.197, -21.606, 0.0, 0.0, 0.0
-0.092, -0.093, 0.932, -15.808, 2.075, -20.386, 0.0, 0.0, 0.0
-0.077, -0.078, 0.934, -15.747, 2.38, -20.63, 0.0, 0.0, 0.0
-0.072, -0.072, 1.011, -15.747, 2.93, -20.325, 0.0, 0.0, 0.0
-0.07, -0.076, 0.93, -15.747, 2.441, -19.714, 0.0, 0.0, 0.0
-0.068, -0.068, 0.936, -15.747, 3.174, -20.142, 0.0, 0.0, 0.0
0.014, 0.018, 1.004, -15.686, 3.174, -21.118, 0.0, 0.0, 0.0
0.014, 0.017, 1.007, -15.686, 2.014, -17.578, 0.0, 0.0, 0.0
-0.086, -0.066, 0.934, 0.0, 2.563, -16.785, 0.0, 0.0, 0.0
-0.066, -0.069, 1.001, 0.061, 3.174, -16.113, 0.0, 0.0, 0.0
-0.077, -0.074, 0.935, 0.061, 2.869, -15.991, 0.0, 0.0, 0.0
-0.078, 0.012, 0.936, 0.122, 3.601, 0.977, 0.0, 0.0, 0.0
0.0, -0.064, 0.919, 0.183, 5.188, 6.714, 0.0, 0.0, 0.0
