### File1
### Start time : 2024/04/10 13:45:41
### ACC FSR:8G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:0101
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:NO
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
0.009, -0.063, 1.002, -15.808, 1.709, 0.671, 0.0, 0.0, 0.0
0.003, -0.063, 1.006, -15.747, 2.258, 0.793, 0.0, 0.0, 0.0
0.003, -0.063, 1.005, -15.869, 1.709, 0.793, 0.0, 0.0, 0.0
0.009, -0.065, 1.001, -15.686, 2.258, 0.793, 0.0, 0.0, 0.0
0.012, -0.073, 1.006, 0.916, 7.08, 0.854, 0.0, 0.0, 0.0
0.022, -0.092, 0.972, -15.808, 1.892, -17.7, 0.0, 0.0, 0.0
-0.075, 0.024, 0.921, -16.663, -17.883, -22.278, 0.0, 0.0, 0.0
-0.073, 0.016, 1.013, -15.686, 2.563, -18.799, 0.0, 0.0, 0.0
0.006, 0.0, 0.937, -16.174, -15.869, 2.502, 0.0, 0.0, 0.0
-0.006, -0.199, 0.908, -16.113, 1.099, 4.578, 0.0, 0.0, 0.0
-0.067, 0.008, 1.008, -16.296, -17.151, 1.953, 0.0, 0.0, 0.0
0.02, -0.093, 1.013, -15.747, 1.526, -15.747, 0.0, 0.0, 0.0
-0.066, -0.001, 1.007, -15.686, 4.517, -18.86, 0.0, 0.0, 0.0
-0.067, 0.005, 1.013, 0.671, 7.263, -18.311, 0.0, 0.0, 0.0
-0.071, 0.006, 1.013, 0.0, 3.052, -19.287, 0.0, 0.0, 0.0
0.003, 0.006, 1.004, -16.479, -17.456, -18.921, 0.0, 0.0, 0.0
0.009, -0.078, 1.007, -16.174, -17.883, -16.479, 0.0, 0.0, 0.0
-0.029, -0.085, 0.937, -16.113, -16.968, -18.25, 0.0, 0.0, 0.0
0.0, 0.007, 1.012, -15.93, 4.028, -20.996, 0.0, 0.0, 0.0
-0.068, -0.029, 0.934, -15.808, 0.244, -19.043, 0.0, 0.0, 0.0
0.018, -0.073, 1.005, -15.686, 2.38, -15.991, 0.0, 0.0, 0.0
0.028, -0.086, 1.008, -15.869, 4.456, -17.151, 0.0, 0.0, 0.0
0.019, 0.012, 1.011, -15.808, 5.31, -21.545, 0.0, 0.0, 0.0
0.023, 0.005, 1.025, -15.93, 2.075, -20.935, 0.0, 0.0, 0.0
-0.072, -0.066, 1.02, -16.113, -20.081, -19.714, 0.0, 0.0, 0.0
-0.069, -0.08, 0.932, 0.305, -8.545, -16.846, 0.0, 0.0, 0.0
0.018, -0.077, 1.0, 0.0, -16.174, -15.93, 0.0, 0.0, 0.0
-0.03, 0.009, 1.021, -15.93, 2.686, -16.052, 0.0, 0.0, 0.0
0.016, 0.01, 1.01, 0.549, -21.118, 0.61, 0.0, 0.0, 0.0
0.008, 0.004, 0.933, 0.916, -8.118, 3.418, 0.0, 0.0, 0.0
0.027, 0.013, 0.934, 0.122, -16.541, 3.479, 0.0, 0.0, 0.0
-0.066, 0.005, 0.922, -16.113, 6.287, -15.747, 0.0, 0.0, 0.0
0.008, -0.064, 1.017, -16.785, -4.089, -17.639, 0.0, 0.0, 0.0
0.014, -0.065, 1.007, -16.235, 5.981, -16.907, 0.0, 0.0, 0.0
0.017, 0.003, 1.004, -16.174, 5.127, -15.991, 0.0, 0.0, 0.0
0.03, 0.02, 1.016, -16.113, 5.615, 3.113, 0.0, 0.0, 0.0
0.018, -0.072, 0.928, -15.686, 2.136, 3.845, 0.0, 0.0, 0.0
0.002, -0.07, 1.001, -15.93, 7.263, 1.526, 0.0, 0.0, 0.0
0.031, 0.002, 1.016, -15.991, -5.737, 1.587, 0.0, 0.0, 0.0
0.013, 0.022, 0.976, -16.541, 3.418, -17.09, 0.0, 0.0, 0.0
-0.093, -0.069, 0.936, -9.338, -16.968, -20.63, 0.0, 0.0, 0.0
-0.076, -0.073, 0.927, -22.705, 0.61, -16.968, 0.0, 0.0, 0.0
0.024, -0.072, 1.01, -16.418, 1.526, 3.418, 0.0, 0.0, 0.0
0.025, -0.083, 1.004, -19.043, 1.831, 1.099, 0.0, 0.0, 0.0
-0.086, -0.033, 0.933, -17.456, 0.61, -17.517, 0.0, 0.0, 0.0
0.014, -0.032, 1.014, 0.671, 1.282, 0.61, 0.0, 0.0, 0.0
0.027, -0.07, 1.029, -22.888, 3.723, -16.418, 0.0, 0.0, 0.0
0.023, -0.073, 0.92, -13.855, 1.282, -17.151, 0.0, 0.0, 0.0
