### File1
### Start time : 2024/04/10 13:33:21
### ACC FSR:8G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:0101
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:NO
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
0.005, -0.064, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.063, 1.004, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.005, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.065, 1.005, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.004, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.005, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.006, -0.065, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.065, 1.006, -15.747, 2.197, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.005, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.008, -0.063, 1.006, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.064, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.006, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.009, -0.064, 1.005, -15.747, 2.197, 0.732, 0.0, 0.0, 0.0
0.007, -0.065, 1.005, -15.747, 2.197, 0.732, 0.0, 0.0, 0.0
0.008, -0.065, 1.005, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.009, -0.064, 1.004, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.065, 1.005, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.006, -15.747, 2.197, 0.732, 0.0, 0.0, 0.0
0.007, -0.063, 1.006, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.006, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.063, 1.005, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.063, 1.007, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.008, -0.063, 1.006, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.065, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.063, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.007, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.004, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.006, -0.063, 1.004, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.065, 1.007, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, 0.0, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.065, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, 0.0, 1.006, -15.747, 2.197, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.006, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.064, 1.007, -15.747, 2.136, 0.793, 0.0, 0.0, 0.0
0.006, -0.064, 1.006, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.064, 1.005, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.065, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.005, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.008, -0.066, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.063, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.063, 1.007, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.065, 1.006, -15.747, 2.197, 0.732, 0.0, 0.0, 0.0
0.007, -0.063, 1.006, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.006, 0.0, 1.005, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.063, 1.003, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, 0.0, 1.007, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.005, -15.808, 2.197, 0.793, 0.0, 0.0, 0.0
0.007, -0.064, 1.005, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.006, -0.064, 1.007, -15.808, 2.197, 0.793, 0.0, 0.0, 0.0
0.007, -0.063, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.006, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.065, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.006, -15.747, 2.197, 0.793, 0.0, 0.0, 0.0
0.006, -0.064, 1.005, -15.747, 2.197, 0.793, 0.0, 0.0, 0.0
0.006, -0.065, 1.005, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.009, -0.065, 1.004, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.063, 1.004, -15.747, 2.197, 0.732, 0.0, 0.0, 0.0
0.008, -0.063, 1.006, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.007, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.005, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.005, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.006, -0.065, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.005, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.006, -0.064, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.005, -15.747, 2.197, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.004, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.005, -0.065, 1.006, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.065, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.065, 1.004, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.065, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.063, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.063, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.065, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.063, 1.007, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.063, 1.005, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.006, -15.747, 2.197, 0.732, 0.0, 0.0, 0.0
0.006, -0.065, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.066, 1.007, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.007, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.065, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.063, 1.006, -15.808, 2.197, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.007, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.005, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.064, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.063, 1.005, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.063, 1.006, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.007, -0.064, 1.004, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.063, 1.006, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.008, -0.064, 1.006, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.008, -0.064, 1.006, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.063, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.005, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.007, -0.063, 1.006, -15.808, 2.136, 0.732, 0.0, 0.0, 0.0
0.009, -0.065, 1.005, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.008, -0.063, 1.005, -15.747, 2.197, 0.732, 0.0, 0.0, 0.0
0.007, -0.064, 1.006, -15.747, 2.136, 0.732, 0.0, 0.0, 0.0
0.005, -0.064, 1.006, -15.747, 2.197, 0.732, 0.0, 0.0, 0.0
0.004, -0.063, 1.011, -15.747, 2.502, 0.732, 0.0, 0.0, 0.0
0.003, -0.063, 1.009, -15.747, 0.793, 0.732, 0.0, 0.0, 0.0
0.015, 0.0, 0.933, -15.686, 0.61, 0.793, 0.0, 0.0, 0.0
0.01, -0.063, 1.005, -15.747, 2.991, 0.793, 0.0, 0.0, 0.0
0.009, 0.0, 1.003, -15.686, 2.136, 0.732, 0.0, 0.0, 0.0
0.012, -0.065, 1.002, -15.747, 3.235, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.007, -15.747, 3.601, 0.671, 0.0, 0.0, 0.0
0.005, -0.064, 1.007, -15.686, 2.625, 0.732, 0.0, 0.0, 0.0
0.006, -0.064, 1.006, -15.686, 1.709, 0.671, 0.0, 0.0, 0.0
0.008, -0.065, 1.004, -15.686, 1.648, 0.61, 0.0, 0.0, 0.0
-0.09, -0.08, 1.009, -15.747, 2.991, -22.034, 0.0, 0.0, 0.0
0.011, 0.005, 1.005, -15.869, 2.808, -32.41, 0.0, 0.0, 0.0
-0.074, 0.004, 1.005, -15.93, 2.686, -33.142, 0.0, 0.0, 0.0
-0.092, -0.023, 1.007, -15.808, 1.709, -15.442, 0.0, 0.0, 0.0
-0.077, 0.011, 1.008, -15.747, 1.343, -11.719, 0.0, 0.0, 0.0
-0.009, -0.069, 1.005, -15.808, 1.892, -11.658, 0.0, 0.0, 0.0
0.027, 0.001, 1.005, -15.808, 1.892, -8.545, 0.0, 0.0, 0.0
-0.063, 0.004, 1.008, -15.808, 2.319, -22.156, 0.0, 0.0, 0.0
-0.02, -0.069, 1.001, -15.808, 1.892, -21.118, 0.0, 0.0, 0.0
0.009, -0.064, 1.004, -15.747, 2.014, -16.052, 0.0, 0.0, 0.0
0.005, -0.064, 1.007, -15.808, 3.052, 0.61, 0.0, 0.0, 0.0
0.007, -0.063, 1.006, -15.808, 2.136, 0.793, 0.0, 0.0, 0.0
0.002, -0.063, 1.01, -15.747, 1.343, 0.793, 0.0, 0.0, 0.0
0.008, -0.065, 1.005, 0.0, 0.366, 0.732, 0.0, 0.0, 0.0
-0.272, 0.003, 1.014, 0.0, 1.465, -16.113, 0.0, 0.0, 0.0
-0.075, 0.013, 1.007, -15.93, 3.357, -14.709, 0.0, 0.0, 0.0
-0.071, -0.066, 1.0, -15.808, 2.441, -22.888, 0.0, 0.0, 0.0
-0.023, -0.072, 1.001, -15.808, 2.319, -19.775, 0.0, 0.0, 0.0
0.021, -0.071, 1.006, -15.808, 2.258, -19.287, 0.0, 0.0, 0.0
-0.08, 0.01, 1.004, -15.808, 2.319, -19.409, 0.0, 0.0, 0.0
0.01, -0.065, 1.004, -15.747, 2.441, 6.47, 0.0, 0.0, 0.0
-0.065, -0.085, 1.001, -15.686, 2.502, -3.113, 0.0, 0.0, 0.0
-0.022, -0.065, 1.004, -15.747, 2.747, 5.981, 0.0, 0.0, 0.0
0.03, -0.075, 1.007, -15.808, 2.686, 1.343, 0.0, 0.0, 0.0
-0.061, -0.079, 1.012, -15.808, 2.319, -17.09, 0.0, 0.0, 0.0
-0.132, -0.081, 1.011, -15.808, 2.869, 1.221, 0.0, 0.0, 0.0
-0.073, -0.075, 1.006, -15.869, 3.174, 3.296, 0.0, 0.0, 0.0
0.075, 0.008, 1.008, -15.747, 2.93, 5.981, 0.0, 0.0, 0.0
0.067, -0.068, 1.006, -15.808, 2.38, -19.958, 0.0, 0.0, 0.0
-0.031, 0.011, 1.005, -15.93, 1.831, -15.32, 0.0, 0.0, 0.0
-0.137, 0.011, 1.005, -15.869, 2.38, -10.437, 0.0, 0.0, 0.0
-0.037, -0.082, 0.937, -15.808, 2.747, -17.7, 0.0, 0.0, 0.0
