### File1
### Start time : 2024/03/28 22:50:12
### ACC FSR:2G
### GYRO FSR:1000
### MAG DATA:MAG OFF
### Interrupt Threshold:1201
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:YES
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
-0.108, -0.168, 1.675, 2.594, 41.382, 33.203, 0.0, 0.0, 0.0
-0.203, -0.148, 1.704, -54.993, -56.396, 23.163, 0.0, 0.0, 0.0
-0.254, -0.119, 1.573, -52.399, -82.336, 23.865, 0.0, 0.0, 0.0
-0.228, -0.086, 1.442, -31.769, -59.479, 17.517, 0.0, 0.0, 0.0
-0.253, -0.082, 1.365, 2.777, -39.856, 7.629, 0.0, 0.0, 0.0
-0.225, -0.059, 1.367, 4.974, -26.917, 16.418, 0.0, 0.0, 0.0
-0.181, -0.113, 1.361, -1.892, -40.405, 17.944, 0.0, 0.0, 0.0
-0.152, -0.128, 1.313, -5.28, -57.617, 4.547, 0.0, 0.0, 0.0
-0.14, -0.094, 1.239, -14.038, -72.083, 3.54, 0.0, 0.0, 0.0
-0.106, -0.108, 1.212, -31.311, -70.16, 2.655, 0.0, 0.0, 0.0
-0.117, -0.082, 1.207, -23.804, -78.644, -9.399, 0.0, 0.0, 0.0
-0.13, -0.051, 1.124, -1.648, -66.223, -7.69, 0.0, 0.0, 0.0
-0.083, -0.073, 1.056, 24.628, -51.392, -5.554, 0.0, 0.0, 0.0
-0.08, -0.074, 1.007, 17.12, -53.101, -11.658, 0.0, 0.0, 0.0
-0.102, 0.001, 0.96, 4.517, -54.474, -17.761, 0.0, 0.0, 0.0
-0.089, 0.012, 0.927, 1.953, -63.416, -6.683, 0.0, 0.0, 0.0
-0.086, 0.035, 0.872, 8.82, -57.465, -10.681, 0.0, 0.0, 0.0
-0.054, 0.02, 0.828, 18.494, -57.831, -6.073, 0.0, 0.0, 0.0
0.021, -0.009, 0.792, 4.669, -59.448, -18.097, 0.0, 0.0, 0.0
0.025, -0.021, 0.779, 0.61, -78.552, -12.817, 0.0, 0.0, 0.0
0.039, 0.019, 0.75, -12.115, -74.738, -6.744, 0.0, 0.0, 0.0
0.086, 0.0, 0.713, -11.902, -60.364, 1.526, 0.0, 0.0, 0.0
0.125, 0.009, 0.711, 16.998, -35.461, 3.845, 0.0, 0.0, 0.0
0.157, 0.014, 0.652, 33.752, -19.806, -2.289, 0.0, 0.0, 0.0
0.209, 0.003, 0.672, -0.916, -48.187, 1.709, 0.0, 0.0, 0.0
0.23, -0.035, 0.678, -12.024, -64.697, -16.266, 0.0, 0.0, 0.0
0.225, -0.014, 0.66, -8.942, -46.295, -13.672, 0.0, 0.0, 0.0
0.236, -0.003, 0.686, -9.583, -50.781, -13.672, 0.0, 0.0, 0.0
0.279, 0.019, 0.723, 2.655, -49.744, -16.541, 0.0, 0.0, 0.0
0.324, -0.017, 0.645, 10.651, -36.896, -5.463, 0.0, 0.0, 0.0
0.337, 0.013, 0.578, 0.549, -49.438, -7.721, 0.0, 0.0, 0.0
0.332, 0.061, 0.655, -26.733, -51.453, -25.024, 0.0, 0.0, 0.0
