### File1
### Start time : 2024/03/29 08:49:39
### ACC FSR:2G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:1201
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:LP_QUAT
### Gyro Cal:YES
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
0.017, -0.017, 0.964, -16.907, 0.549, 1.099, 0.0, 0.0, 0.0
0.485, 0.188, 1.667, 2.136, -32.043, -16.846, 0.0, 0.0, 0.0
0.205, -0.02, 0.422, -21.912, -119.019, -76.294, 0.0, 0.0, 0.0
-0.356, -0.177, 1.265, -17.395, 62.561, -84.656, 0.0, 0.0, 0.0
0.069, -0.019, 0.926, 34.668, 10.01, -45.471, 0.0, 0.0, 0.0
0.142, -0.095, 1.063, 5.798, 33.264, -62.622, 0.0, 0.0, 0.0
0.038, -0.04, 1.018, 9.094, 11.597, -27.405, 0.0, 0.0, 0.0
0.177, 0.064, 1.185, 65.491, 69.58, -18.311, 0.0, 0.0, 0.0
0.157, 0.035, 1.6, 37.354, 61.035, 30.396, 0.0, 0.0, 0.0
-0.07, 0.052, 1.54, 51.453, 6.348, 49.866, 0.0, 0.0, 0.0
-0.069, 0.186, 1.619, 80.444, -10.437, 38.147, 0.0, 0.0, 0.0
0.023, 0.328, 1.851, 30.579, 10.01, 26.855, 0.0, 0.0, 0.0
-0.103, 0.371, 1.918, 9.766, 20.935, 26.917, 0.0, 0.0, 0.0
-0.304, 0.323, 1.685, 18.127, -19.043, 35.217, 0.0, 0.0, 0.0
-0.359, 0.366, 1.527, -21.301, -2.319, 7.263, 0.0, 0.0, 0.0
-0.297, 0.43, 1.722, -44.617, 39.063, -28.442, 0.0, 0.0, 0.0
-0.264, 0.434, 1.762, -82.214, 30.273, -44.189, 0.0, 0.0, 0.0
-0.185, 0.296, 1.634, -113.159, 22.095, -67.383, 0.0, 0.0, 0.0
-0.047, 0.235, 1.292, -138.062, 3.662, -69.824, 0.0, 0.0, 0.0
0.007, 0.229, 0.79, -164.429, 2.38, -57.861, 0.0, 0.0, 0.0
-0.072, 0.085, 0.37, -204.895, 63.232, -59.631, 0.0, 0.0, 0.0
-0.163, -0.107, 0.571, -196.167, 123.291, -81.238, 0.0, 0.0, 0.0
-0.06, -0.061, 0.662, -174.988, 106.567, -60.486, 0.0, 0.0, 0.0
-0.006, -0.03, 0.689, -135.864, 42.908, -80.444, 0.0, 0.0, 0.0
-0.011, -0.093, 0.751, -113.647, -13.062, -78.247, 0.0, 0.0, 0.0
-0.066, -0.14, 0.509, -64.819, -91.675, -83.984, 0.0, 0.0, 0.0
-0.044, -0.159, 0.066, -37.231, -126.282, -82.275, 0.0, 0.0, 0.0
-0.012, -0.148, 0.119, -63.721, -40.955, -57.251, 0.0, 0.0, 0.0
0.019, -0.167, 0.423, -57.983, -6.409, -66.223, 0.0, 0.0, 0.0
