### File1
### Start time : 2024/03/28 22:49:42
### ACC FSR:2G
### GYRO FSR:1000
### MAG DATA:MAG OFF
### Interrupt Threshold:1201
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:YES
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
-0.078, 0.021, 1.007, -10.254, 7.568, 21.82, 0.0, 0.0, 0.0
-0.161, 0.049, 1.0, 8.24, 9.918, 39.337, 0.0, 0.0, 0.0
-0.172, 0.06, 1.013, 26.276, -2.93, 47.272, 0.0, 0.0, 0.0
-0.109, 0.093, 0.904, 24.75, -16.724, 43.64, 0.0, 0.0, 0.0
0.021, 0.011, 1.069, 30.029, -22.156, 59.875, 0.0, 0.0, 0.0
0.041, -0.026, 1.212, 17.365, -57.404, 58.594, 0.0, 0.0, 0.0
0.015, 0.036, 1.104, -39.734, -94.696, 38.055, 0.0, 0.0, 0.0
-0.01, 0.077, 0.969, -37.842, -118.5, 28.778, 0.0, 0.0, 0.0
0.019, 0.086, 0.996, -27.039, -90.576, 21.912, 0.0, 0.0, 0.0
0.026, 0.053, 1.18, 0.549, -55.725, 24.078, 0.0, 0.0, 0.0
0.077, 0.096, 1.264, 8.057, -25.97, 13.58, 0.0, 0.0, 0.0
0.106, 0.026, 1.448, 15.228, 10.559, 22.003, 0.0, 0.0, 0.0
0.076, 0.065, 1.487, 10.651, -1.007, 26.611, 0.0, 0.0, 0.0
0.094, 0.04, 1.358, 3.693, -0.885, 25.757, 0.0, 0.0, 0.0
0.054, 0.053, 1.372, 7.507, 21.912, 12.421, 0.0, 0.0, 0.0
0.081, 0.052, 1.465, 5.402, 47.821, -0.854, 0.0, 0.0, 0.0
0.087, 0.084, 1.445, -6.195, 36.346, -10.345, 0.0, 0.0, 0.0
0.141, 0.03, 1.296, -26.306, 31.372, 1.282, 0.0, 0.0, 0.0
0.09, 0.063, 1.23, -23.865, 32.898, 3.296, 0.0, 0.0, 0.0
0.04, 0.073, 1.209, -16.754, 39.093, 2.563, 0.0, 0.0, 0.0
0.036, 0.055, 1.108, -2.869, 45.197, 3.662, 0.0, 0.0, 0.0
0.014, 0.041, 1.112, 6.195, 59.662, -9.766, 0.0, 0.0, 0.0
0.041, 0.046, 1.135, 11.292, 71.259, -6.165, 0.0, 0.0, 0.0
0.022, 0.043, 1.108, -0.549, 51.697, 0.305, 0.0, 0.0, 0.0
0.029, 0.009, 0.975, -10.895, 37.75, 3.815, 0.0, 0.0, 0.0
0.033, 0.013, 0.874, -11.444, 48.218, 0.671, 0.0, 0.0, 0.0
0.021, 0.015, 0.876, 9.796, 55.817, -11.108, 0.0, 0.0, 0.0
0.022, 0.03, 0.94, 10.712, 54.077, -7.507, 0.0, 0.0, 0.0
-0.013, 0.036, 0.868, 0.336, 50.232, -10.529, 0.0, 0.0, 0.0
-0.065, 0.011, 0.743, -5.035, 21.973, 3.082, 0.0, 0.0, 0.0
-0.074, 0.011, 0.799, -4.364, 33.203, -8.606, 0.0, 0.0, 0.0
-0.12, 0.019, 0.796, 0.488, 37.537, -15.808, 0.0, 0.0, 0.0
-0.136, 0.013, 0.747, 0.031, 51.971, -14.832, 0.0, 0.0, 0.0
-0.124, 0.025, 0.737, -9.094, 58.228, -25.757, 0.0, 0.0, 0.0
-0.147, 0.078, 0.749, -5.219, 48.279, -13.275, 0.0, 0.0, 0.0
-0.157, 0.014, 0.797, 1.16, 40.253, -4.333, 0.0, 0.0, 0.0
-0.199, 0.02, 0.818, -26.886, 19.653, -8.331, 0.0, 0.0, 0.0
-0.274, 0.0, 0.632, -47.546, 2.228, 3.052, 0.0, 0.0, 0.0
-0.302, -0.023, 0.552, -27.954, 6.317, -11.536, 0.0, 0.0, 0.0
-0.282, 0.001, 0.708, -4.761, 36.224, -15.259, 0.0, 0.0, 0.0
-0.276, -0.017, 0.764, -12.756, 40.222, -21.271, 0.0, 0.0, 0.0
-0.292, -0.017, 0.697, -33.02, 25.391, -26.581, 0.0, 0.0, 0.0
-0.305, -0.022, 0.753, -20.66, 15.503, -13.916, 0.0, 0.0, 0.0
-0.348, -0.022, 0.762, -25.116, 16.418, -19.379, 0.0, 0.0, 0.0
-0.344, -0.023, 0.72, -24.078, 8.728, -18.433, 0.0, 0.0, 0.0
