### File1
### Start time : 2024/03/29 02:27:50
### ACC FSR:2G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:1201
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:YES
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
0.407, -0.024, 0.667, 3.662, 19.165, -17.029, 0.0, 0.0, 0.0
0.379, -0.045, 0.692, -17.761, 19.958, 3.906, 0.0, 0.0, 0.0
0.379, -0.066, 0.703, -8.484, 21.545, 6.836, 0.0, 0.0, 0.0
0.408, -0.057, 0.686, -12.573, 21.179, 6.348, 0.0, 0.0, 0.0
0.416, -0.065, 0.711, -15.137, 22.644, 1.404, 0.0, 0.0, 0.0
0.391, -0.047, 0.68, -13.672, 8.606, -16.663, 0.0, 0.0, 0.0
0.337, -0.04, 0.697, -14.038, 8.057, 2.93, 0.0, 0.0, 0.0
0.364, -0.055, 0.687, -12.146, 21.179, 7.385, 0.0, 0.0, 0.0
0.356, -0.034, 0.683, -22.461, 22.705, 7.385, 0.0, 0.0, 0.0
0.329, 0.018, 0.683, -20.691, 11.169, -6.775, 0.0, 0.0, 0.0
0.266, 0.004, 0.746, -21.423, 34.363, -1.77, 0.0, 0.0, 0.0
0.267, -0.027, 0.84, -18.127, 38.574, 21.484, 0.0, 0.0, 0.0
0.292, -0.051, 0.827, -2.136, 26.123, 9.827, 0.0, 0.0, 0.0
0.293, -0.076, 0.786, 8.789, 30.945, 7.813, 0.0, 0.0, 0.0
0.228, -0.148, 0.795, -5.554, 28.809, 21.667, 0.0, 0.0, 0.0
0.183, -0.145, 0.924, -11.536, 38.391, 18.738, 0.0, 0.0, 0.0
0.233, -0.087, 0.963, -12.573, 34.302, -1.099, 0.0, 0.0, 0.0
0.252, -0.039, 0.919, 4.883, 38.635, -7.019, 0.0, 0.0, 0.0
0.192, -0.033, 0.907, 7.263, 23.499, -5.005, 0.0, 0.0, 0.0
0.135, -0.083, 0.951, -20.63, 36.804, 17.334, 0.0, 0.0, 0.0
0.161, -0.133, 0.983, -22.4, 37.598, 18.433, 0.0, 0.0, 0.0
0.191, -0.109, 0.98, -16.296, 24.963, -4.211, 0.0, 0.0, 0.0
0.139, -0.077, 1.007, -23.376, 37.659, 5.859, 0.0, 0.0, 0.0
0.099, -0.1, 1.044, -25.696, 15.381, 7.324, 0.0, 0.0, 0.0
0.088, -0.104, 1.13, -49.072, 11.047, -3.479, 0.0, 0.0, 0.0
0.14, -0.144, 1.157, -31.433, 13.489, -3.052, 0.0, 0.0, 0.0
0.118, -0.091, 1.088, -4.395, 36.438, 5.92, 0.0, 0.0, 0.0
0.048, -0.097, 1.025, 20.081, 24.536, 3.174, 0.0, 0.0, 0.0
0.021, -0.107, 1.046, -5.981, 24.353, 6.836, 0.0, 0.0, 0.0
0.06, -0.133, 1.105, -17.517, 37.231, -6.104, 0.0, 0.0, 0.0
0.076, -0.107, 1.127, -16.541, 35.767, 6.287, 0.0, 0.0, 0.0
0.022, -0.09, 1.078, 3.296, 33.264, 4.395, 0.0, 0.0, 0.0
-0.021, -0.164, 1.113, -16.907, 14.282, -5.737, 0.0, 0.0, 0.0
0.03, -0.212, 1.15, 4.089, 31.311, -6.531, 0.0, 0.0, 0.0
0.042, -0.141, 1.14, 13.794, 24.292, -17.029, 0.0, 0.0, 0.0
0.011, -0.055, 1.035, 36.194, 35.583, -21.362, 0.0, 0.0, 0.0
-0.008, -0.04, 0.956, -1.221, 9.46, -18.677, 0.0, 0.0, 0.0
-0.016, -0.086, 0.997, -13.123, 19.47, 4.578, 0.0, 0.0, 0.0
0.013, -0.145, 1.177, -32.227, 8.972, -7.507, 0.0, 0.0, 0.0
0.027, -0.133, 1.211, -4.456, 15.381, 2.686, 0.0, 0.0, 0.0
0.018, -0.094, 1.087, 38.94, 33.264, -21.851, 0.0, 0.0, 0.0
-0.044, -0.009, 0.964, 31.86, 9.827, -23.132, 0.0, 0.0, 0.0
