### File1
### Start time : 2024/03/29 02:31:57
### ACC FSR:2G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:1201
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:YES
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
0.277, 0.023, 0.732, -0.549, 23.682, 19.287, 0.0, 0.0, 0.0
0.231, 0.003, 0.735, -6.592, 25.391, 20.691, 0.0, 0.0, 0.0
0.193, -0.015, 0.802, 0.366, 26.428, 23.01, 0.0, 0.0, 0.0
0.185, -0.05, 0.835, 3.784, 30.212, 22.888, 0.0, 0.0, 0.0
0.256, -0.063, 0.815, -7.507, 48.889, 19.043, 0.0, 0.0, 0.0
0.235, -0.069, 0.844, -21.118, 28.503, -3.601, 0.0, 0.0, 0.0
0.134, -0.075, 0.932, -36.865, 33.936, 4.761, 0.0, 0.0, 0.0
0.09, -0.066, 0.987, -12.695, 32.654, 3.418, 0.0, 0.0, 0.0
0.087, 0.02, 0.871, 19.836, 51.941, 5.249, 0.0, 0.0, 0.0
0.095, 0.062, 0.781, 13.55, 44.189, 5.188, 0.0, 0.0, 0.0
0.033, 0.047, 0.837, 1.587, 40.405, 4.456, 0.0, 0.0, 0.0
-0.022, 0.013, 1.005, -24.597, 28.625, 2.014, 0.0, 0.0, 0.0
-0.009, 0.008, 1.03, -14.343, 30.151, 2.869, 0.0, 0.0, 0.0
-0.022, -0.005, 0.99, -5.615, 44.678, 6.409, 0.0, 0.0, 0.0
-0.039, -0.015, 0.973, -4.211, 44.617, 5.493, 0.0, 0.0, 0.0
-0.083, -0.021, 1.009, 4.333, 41.931, 1.831, 0.0, 0.0, 0.0
-0.066, 0.031, 1.063, 5.676, 40.161, -16.052, 0.0, 0.0, 0.0
-0.044, 0.05, 1.065, 3.296, 54.382, -17.7, 0.0, 0.0, 0.0
-0.093, -0.006, 1.071, -14.771, 29.602, -20.935, 0.0, 0.0, 0.0
-0.157, -0.002, 1.152, -30.09, 36.621, -22.888, 0.0, 0.0, 0.0
-0.12, -0.004, 1.211, -35.095, 31.799, -20.142, 0.0, 0.0, 0.0
-0.088, 0.034, 1.145, 5.493, 29.907, -16.235, 0.0, 0.0, 0.0
-0.115, 0.039, 1.065, -5.005, 49.805, -17.334, 0.0, 0.0, 0.0
-0.171, 0.044, 1.065, -10.742, 26.001, -20.691, 0.0, 0.0, 0.0
-0.182, -0.027, 1.164, -25.757, 12.207, -23.132, 0.0, 0.0, 0.0
-0.15, -0.11, 1.238, -31.616, 18.372, -11.475, 0.0, 0.0, 0.0
-0.152, -0.014, 1.168, -17.273, 11.78, -14.832, 0.0, 0.0, 0.0
-0.209, 0.012, 1.045, -6.714, 10.864, -14.954, 0.0, 0.0, 0.0
-0.217, 0.032, 0.953, 2.197, 22.461, -8.362, 0.0, 0.0, 0.0
-0.22, 0.008, 0.979, -22.095, 8.362, -20.691, 0.0, 0.0, 0.0
-0.219, 0.094, 1.003, -8.972, 22.217, -17.944, 0.0, 0.0, 0.0
-0.216, 0.044, 1.013, -12.39, 20.935, 1.404, 0.0, 0.0, 0.0
-0.201, -0.024, 1.066, -10.437, 18.127, 1.709, 0.0, 0.0, 0.0
-0.206, -0.064, 1.089, -22.461, 20.508, -17.822, 0.0, 0.0, 0.0
-0.219, -0.038, 1.105, -9.766, 20.508, -20.63, 0.0, 0.0, 0.0
-0.222, -0.021, 1.113, -14.832, -3.906, -9.277, 0.0, 0.0, 0.0
-0.212, 0.001, 1.077, -24.963, 2.991, -10.315, 0.0, 0.0, 0.0
-0.216, 0.017, 1.033, -27.161, -21.24, -22.034, 0.0, 0.0, 0.0
