### File1
### Start time : 2024/03/29 03:44:17
### ACC FSR:2G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:1201
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:YES
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
-0.069, -0.406, 0.942, -17.639, 4.333, 2.136, 0.0, 0.0, 0.0
-0.043, -0.402, 0.871, -16.907, 0.366, 0.61, 0.0, 0.0, 0.0
-0.054, -0.383, 0.824, 0.122, -16.174, 0.427, 0.0, 0.0, 0.0
-0.042, -0.395, 0.881, 0.122, 3.906, 1.892, 0.0, 0.0, 0.0
-0.063, -0.388, 0.911, 0.671, 5.127, 2.319, 0.0, 0.0, 0.0
-0.042, -0.412, 0.895, 1.465, 3.052, 1.77, 0.0, 0.0, 0.0
-0.041, -0.384, 0.853, 2.136, 1.953, 1.221, 0.0, 0.0, 0.0
-0.051, -0.396, 0.881, 2.014, 2.319, 1.892, 0.0, 0.0, 0.0
-0.063, -0.391, 0.866, 3.113, -16.357, 1.343, 0.0, 0.0, 0.0
-0.065, -0.391, 0.812, 4.761, -17.212, 1.465, 0.0, 0.0, 0.0
-0.029, -0.356, 0.744, 6.897, -17.639, 2.136, 0.0, 0.0, 0.0
-0.054, -0.341, 0.714, -5.92, -20.813, 2.502, 0.0, 0.0, 0.0
-0.041, -0.322, 0.673, -2.197, -10.925, 1.404, 0.0, 0.0, 0.0
-0.015, -0.33, 0.597, 17.456, -31.86, -16.296, 0.0, 0.0, 0.0
-0.002, -0.313, 0.496, 7.996, -33.203, -18.127, 0.0, 0.0, 0.0
-0.038, -0.285, 0.46, 31.433, -34.729, -20.081, 0.0, 0.0, 0.0
-0.067, -0.243, 0.473, 34.119, -33.142, -19.897, 0.0, 0.0, 0.0
-0.055, -0.257, 0.509, 38.208, -10.315, -18.005, 0.0, 0.0, 0.0
-0.054, -0.262, 0.567, 28.32, -22.034, -18.25, 0.0, 0.0, 0.0
-0.033, -0.243, 0.559, 50.415, -10.315, -20.813, 0.0, 0.0, 0.0
-0.045, -0.172, 0.587, 48.95, -23.315, -16.724, 0.0, 0.0, 0.0
-0.043, -0.153, 0.711, 29.175, -4.944, 3.601, 0.0, 0.0, 0.0
0.019, -0.205, 0.836, 27.649, 20.691, 5.432, 0.0, 0.0, 0.0
0.04, -0.191, 0.86, 27.283, -7.629, 3.54, 0.0, 0.0, 0.0
0.019, -0.17, 0.953, 35.156, -17.09, -2.869, 0.0, 0.0, 0.0
