### File1
### Start time : 2024/03/29 02:32:20
### ACC FSR:2G
### GYRO FSR:2000
### MAG DATA:MAG OFF
### Interrupt Threshold:1201
### Data Rate:50Hz
### Data Type:9X DATA
### Feature:6X_LP_QUAT
### Gyro Cal:YES
### Gyro Data:CAL
### Acc Data:RAW
accX, accY, accZ, gyroX, gyroY, gyroZ, magX, magY, magZ
0.087, -0.314, 0.773, -16.968, 4.7, -10.986, 0.0, 0.0, 0.0
0.101, -0.311, 0.819, -17.517, -6.165, -17.639, 0.0, 0.0, 0.0
0.079, -0.352, 0.797, 2.869, 3.723, -16.602, 0.0, 0.0, 0.0
0.072, -0.328, 0.76, 6.226, 1.282, -20.264, 0.0, 0.0, 0.0
0.141, -0.279, 0.719, -6.409, 5.981, -21.912, 0.0, 0.0, 0.0
0.131, -0.269, 0.765, 4.761, 16.296, -16.296, 0.0, 0.0, 0.0
0.096, -0.3, 0.817, 6.836, -3.54, 0.732, 0.0, 0.0, 0.0
0.091, -0.297, 0.77, 7.263, 6.714, -15.991, 0.0, 0.0, 0.0
0.089, -0.289, 0.752, 3.54, -3.479, -17.395, 0.0, 0.0, 0.0
0.1, -0.266, 0.735, 5.066, 17.09, -16.296, 0.0, 0.0, 0.0
0.084, -0.274, 0.734, 7.507, 20.386, 2.808, 0.0, 0.0, 0.0
0.079, -0.275, 0.76, -6.897, 21.484, 3.906, 0.0, 0.0, 0.0
0.068, -0.249, 0.762, -4.822, 18.799, 5.737, 0.0, 0.0, 0.0
0.027, -0.216, 0.798, -5.005, -0.916, 6.653, 0.0, 0.0, 0.0
-0.003, -0.256, 0.835, -5.615, 6.287, 7.141, 0.0, 0.0, 0.0
0.016, -0.312, 0.74, 20.691, -22.156, 0.671, 0.0, 0.0, 0.0
0.041, -0.293, 0.626, 13.245, -16.785, -22.034, 0.0, 0.0, 0.0
0.041, -0.209, 0.691, 15.808, 15.015, -16.357, 0.0, 0.0, 0.0
0.065, -0.151, 0.92, 3.54, 47.974, 3.662, 0.0, 0.0, 0.0
0.054, -0.189, 1.098, 5.859, 10.803, 6.348, 0.0, 0.0, 0.0
0.03, -0.235, 1.035, 23.315, -14.099, -20.081, 0.0, 0.0, 0.0
0.054, -0.173, 0.837, 33.936, -30.334, -35.278, 0.0, 0.0, 0.0
0.077, -0.1, 0.839, 19.47, -17.09, -11.536, 0.0, 0.0, 0.0
0.101, -0.098, 0.949, 1.587, 23.376, 3.784, 0.0, 0.0, 0.0
0.095, -0.121, 0.998, 3.174, 20.813, -6.104, 0.0, 0.0, 0.0
0.061, -0.123, 0.972, -4.822, -5.005, 4.15, 0.0, 0.0, 0.0
0.064, -0.1, 0.944, -2.991, -4.272, 0.0, 0.0, 0.0, 0.0
0.068, -0.058, 0.992, -2.197, 16.052, 0.854, 0.0, 0.0, 0.0
0.068, -0.115, 1.025, 17.517, -1.343, -16.785, 0.0, 0.0, 0.0
0.081, -0.158, 1.006, 18.066, 7.507, -20.752, 0.0, 0.0, 0.0
0.071, -0.105, 0.908, 17.639, 3.723, -9.094, 0.0, 0.0, 0.0
0.094, -0.037, 0.879, 20.935, 15.808, 0.122, 0.0, 0.0, 0.0
0.013, -0.09, 1.04, 8.179, 9.949, 4.028, 0.0, 0.0, 0.0
-0.032, -0.191, 1.136, 36.621, 6.104, -19.287, 0.0, 0.0, 0.0
0.009, -0.106, 1.013, 36.255, -32.959, -12.451, 0.0, 0.0, 0.0
0.028, 0.016, 0.96, 20.996, -16.663, -8.728, 0.0, 0.0, 0.0
0.005, -0.013, 1.105, -0.916, 12.573, 4.028, 0.0, 0.0, 0.0
-0.002, -0.13, 1.23, 8.545, 18.921, -19.897, 0.0, 0.0, 0.0
0.089, -0.058, 1.075, 33.63, -31.921, -24.109, 0.0, 0.0, 0.0
0.097, 0.021, 0.941, 33.63, -31.921, -24.109, 0.0, 0.0, 0.0
0.031, -0.001, 1.005, 22.827, 15.991, 0.061, 0.0, 0.0, 0.0
0.083, -0.1, 1.185, 14.16, -17.822, -10.437, 0.0, 0.0, 0.0
0.091, -0.02, 1.074, 32.837, -11.475, -35.95, 0.0, 0.0, 0.0
